_id,db_id,last_sync,importer_country_ISO3Code,importer_country_name,importer_subregion,importer_continent,exporter_country_ISO3Code,exporter_country_name,exporter_subregion,exporter_continent,date,commodity,import_share
110485,191926,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MEX,Mexico,Central America,Latin America and the Caribbean,2020-04-01,maize,0.000679000000
110486,191927,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MEX,Mexico,Central America,Latin America and the Caribbean,2020-05-01,maize,0.004494000000
110487,191928,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MEX,Mexico,Central America,Latin America and the Caribbean,2021-03-01,maize,0.000005000000
110488,191929,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MEX,Mexico,Central America,Latin America and the Caribbean,2021-04-01,maize,0.001483000000
110489,191930,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MEX,Mexico,Central America,Latin America and the Caribbean,2021-05-01,maize,0.000311000000
110490,191931,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MDA,Republic of Moldova,Eastern Europe,Europe,2019-12-01,maize,0.012238000000
110491,191932,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MDA,Republic of Moldova,Eastern Europe,Europe,2021-04-01,maize,0.001248000000
110492,191933,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,MDA,Republic of Moldova,Eastern Europe,Europe,2021-05-01,maize,0.007231000000
110493,191934,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2019-03-01,maize,0.000142000000
110494,191935,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2019-04-01,maize,0.003395000000
110495,191936,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2020-03-01,maize,0.000758000000
110496,191937,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2020-04-01,maize,0.002204000000
110497,191938,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2021-03-01,maize,0.001658000000
110498,191939,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,NZL,New Zealand,Australia and New Zealand,Oceania,2021-04-01,maize,0.000850000000
110499,191940,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2019-03-01,maize,0.000002000000
110500,191941,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2019-11-01,maize,0.000003000000
110501,191942,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2020-03-01,maize,0.001169000000
110502,191943,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2020-04-01,maize,0.000777000000
110503,191944,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2020-05-01,maize,0.000303000000
110504,191945,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2020-06-01,maize,0.201095000000
110505,191946,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2021-03-01,maize,0.001948000000
110506,191947,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,POL,Poland,Eastern Europe,Europe,2021-04-01,maize,0.005721000000
110507,191950,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-01-01,maize,0.328437000000
110508,191951,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-02-01,maize,0.277471000000
110509,191952,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-03-01,maize,0.322244000000
110510,191953,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-04-01,maize,0.351009000000
110511,191954,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-05-01,maize,0.004428000000
110512,191955,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-08-01,maize,0.269058000000
110513,191956,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-09-01,maize,0.173701000000
110514,191957,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-10-01,maize,0.369244000000
110515,191958,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-11-01,maize,0.733671000000
110516,191959,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2019-12-01,maize,0.354887000000
110517,191960,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-01-01,maize,0.146514000000
110518,191961,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-02-01,maize,0.147050000000
110519,191962,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-03-01,maize,0.155797000000
110520,191963,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-04-01,maize,0.131395000000
110521,191964,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-05-01,maize,0.005983000000
110522,191965,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-08-01,maize,0.380945000000
110523,191966,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-11-01,maize,0.339174000000
110524,191967,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2020-12-01,maize,0.092740000000
110525,191968,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2021-01-01,maize,0.188027000000
110526,191969,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2021-02-01,maize,0.170284000000
110527,191970,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2021-03-01,maize,0.079872000000
110528,191971,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ROU,Romania,Eastern Europe,Europe,2021-04-01,maize,0.129178000000
110529,191972,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,RUS,Russian Federation,Eastern Europe,Europe,2020-12-01,maize,0.000098000000
110530,191973,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SEN,Senegal,Western Africa,Africa,2021-03-01,maize,0.000268000000
110531,191974,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SEN,Senegal,Western Africa,Africa,2021-04-01,maize,0.000254000000
110532,191975,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-01-01,maize,0.014816000000
110533,191976,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-02-01,maize,0.142719000000
110534,191977,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-03-01,maize,0.058288000000
110535,191978,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-04-01,maize,0.030959000000
110536,191979,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-05-01,maize,0.037632000000
110537,191980,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-08-01,maize,0.197709000000
110538,191981,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-09-01,maize,0.487505000000
110539,191982,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-11-01,maize,0.021428000000
110540,191983,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2019-12-01,maize,0.002096000000
110541,191984,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-01-01,maize,0.036090000000
110542,191985,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-02-01,maize,0.110869000000
110543,191986,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-03-01,maize,0.067825000000
110544,191987,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-04-01,maize,0.048595000000
110545,191988,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-11-01,maize,0.013436000000
110546,191989,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2020-12-01,maize,0.005245000000
110547,191990,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2021-01-01,maize,0.001528000000
110548,191991,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2021-03-01,maize,0.049041000000
110549,191992,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SRB,Serbia,Southern Europe,Europe,2021-04-01,maize,0.019706000000
110550,191993,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2019-01-01,maize,0.006001000000
110551,191994,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2019-02-01,maize,0.030340000000
110552,191995,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2019-03-01,maize,0.005244000000
110553,191996,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2019-04-01,maize,0.013297000000
110554,191997,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2019-12-01,maize,0.008949000000
110555,191998,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2020-01-01,maize,0.010608000000
110556,191999,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2020-02-01,maize,0.000525000000
110557,192000,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2020-03-01,maize,0.007143000000
110558,192001,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2021-02-01,maize,0.021653000000
110559,192002,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2021-03-01,maize,0.061645000000
110560,192003,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2021-04-01,maize,0.025121000000
110561,192004,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,SVK,Slovakia,Eastern Europe,Europe,2021-05-01,maize,0.003454000000
110562,192005,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ZAF,South Africa,Southern Africa,Africa,2019-07-01,maize,0.086416000000
110563,192006,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ZAF,South Africa,Southern Africa,Africa,2019-11-01,maize,0.011580000000
110564,192007,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ZAF,South Africa,Southern Africa,Africa,2019-12-01,maize,0.010732000000
110565,192008,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2019-03-01,maize,0.001668000000
110566,192009,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2019-04-01,maize,0.001185000000
110567,192010,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2019-05-01,maize,0.074865000000
110568,192011,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2020-02-01,maize,0.003465000000
110569,192012,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2020-03-01,maize,0.003043000000
110570,192013,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2020-05-01,maize,0.256765000000
110571,192014,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2020-07-01,maize,0.243072000000
110572,192015,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2020-11-01,maize,0.015116000000
110573,192016,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2021-01-01,maize,0.009546000000
110574,192017,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2021-02-01,maize,0.010660000000
110575,192018,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2021-03-01,maize,0.004143000000
110576,192019,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2021-04-01,maize,0.039159000000
110577,192020,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,ESP,Spain,Southern Europe,Europe,2021-05-01,maize,0.460912000000
110578,192021,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2019-02-01,maize,0.100765000000
110579,192022,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2019-03-01,maize,0.069496000000
110580,192023,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2019-04-01,maize,0.040783000000
110581,192024,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2019-05-01,maize,0.000029000000
110582,192025,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2019-12-01,maize,0.021552000000
110583,192026,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2020-01-01,maize,0.075495000000
110584,192027,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2020-02-01,maize,0.115113000000
110585,192028,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2020-03-01,maize,0.074040000000
110586,192029,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2020-04-01,maize,0.072016000000
110587,192030,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2020-05-01,maize,0.029455000000
110588,192031,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2021-01-01,maize,0.006921000000
110589,192032,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2021-02-01,maize,0.022262000000
110590,192033,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2021-03-01,maize,0.024351000000
110591,192034,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,CHE,Switzerland,Western Europe,Europe,2021-04-01,maize,0.021292000000
110592,192035,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2019-03-01,maize,0.002999000000
110593,192036,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2019-04-01,maize,0.003477000000
110594,192037,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2019-05-01,maize,0.000536000000
110595,192038,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2019-11-01,maize,0.012058000000
110596,192039,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2019-12-01,maize,0.066690000000
110597,192040,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-01-01,maize,0.042712000000
110598,192041,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-02-01,maize,0.015527000000
110599,192042,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-03-01,maize,0.039538000000
110600,192043,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-04-01,maize,0.008075000000
110601,192044,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-07-01,maize,0.001702000000
110602,192045,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-08-01,maize,0.000319000000
110603,192046,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-11-01,maize,0.009496000000
110604,192047,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2020-12-01,maize,0.005507000000
110605,192048,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2021-02-01,maize,0.009379000000
110606,192049,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2021-03-01,maize,0.015819000000
110607,192050,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,TUR,Turkey,Western Asia,Asia,2021-04-01,maize,0.018810000000
110608,192051,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-02-01,maize,0.013777000000
110609,192052,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-03-01,maize,0.008292000000
110610,192053,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-04-01,maize,0.051402000000
110611,192054,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-05-01,maize,0.289278000000
110612,192055,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-06-01,maize,0.002156000000
110613,192056,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-07-01,maize,0.563217000000
110614,192057,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-08-01,maize,0.116816000000
110615,192058,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-09-01,maize,0.192651000000
110616,192059,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-10-01,maize,0.380232000000
110617,192060,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-11-01,maize,0.014528000000
110618,192061,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2019-12-01,maize,0.031025000000
110619,192062,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-01-01,maize,0.042501000000
110620,192063,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-02-01,maize,0.012854000000
110621,192064,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-03-01,maize,0.013361000000
110622,192065,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-04-01,maize,0.018333000000
110623,192066,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-05-01,maize,0.466803000000
110624,192067,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-07-01,maize,0.000298000000
110625,192068,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2020-08-01,maize,0.074135000000
110626,192069,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2021-01-01,maize,0.000118000000
110627,192070,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2021-03-01,maize,0.002771000000
110628,192071,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2021-04-01,maize,0.034884000000
110629,192072,2021-09-03T20:06:17,UKR,Ukraine,Eastern Europe,Europe,USA,United States of America,Northern America ,Americas,2021-05-01,maize,0.089661000000
110630,192073,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ATG,Antigua and Barbuda,Caribbean,Latin America and the Caribbean,2020-09-01,maize,0.000094000000
110631,192074,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-01-01,maize,0.069826000000
110632,192075,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-02-01,maize,0.056769000000
110633,192076,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-03-01,maize,0.001384000000
110634,192077,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-04-01,maize,0.067449000000
110635,192078,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-05-01,maize,0.098256000000
110636,192079,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-06-01,maize,0.037195000000
110637,192080,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-07-01,maize,0.001599000000
110638,192081,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-08-01,maize,0.232023000000
110639,192082,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-09-01,maize,0.080877000000
110640,192083,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-10-01,maize,0.001498000000
110641,192084,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-11-01,maize,0.101638000000
110642,192085,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2019-12-01,maize,0.090358000000
110643,192086,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-01-01,maize,0.051612000000
110644,192087,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-02-01,maize,0.166529000000
110645,192088,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-03-01,maize,0.002523000000
110646,192089,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-04-01,maize,0.130851000000
110647,192090,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-05-01,maize,0.001265000000
110648,192091,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-06-01,maize,0.160079000000
110649,192092,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-07-01,maize,0.139739000000
110650,192093,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-08-01,maize,0.163623000000
110651,192094,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-09-01,maize,0.001514000000
110652,192095,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-10-01,maize,0.100016000000
110653,192096,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-11-01,maize,0.096298000000
110654,192097,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2020-12-01,maize,0.032983000000
110655,192098,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2021-01-01,maize,0.000983000000
110656,192099,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2021-02-01,maize,0.117864000000
110657,192100,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2021-03-01,maize,0.000594000000
110658,192101,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2021-04-01,maize,0.001764000000
110659,192102,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,ARG,Argentina,South America,Latin America and the Caribbean,2021-05-01,maize,0.151680000000
110660,192103,2021-09-03T20:06:17,GBR,United Kingdom,Northern Europe,Europe,AUS,Australia,Australia and New Zealand,Oceania,2019-05-01,maize,0.000000000000
