country,year,indicator,value,source,last_updated
Caribbean small states,2022,Total Affected (people),62708.13977025822,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2022,Total Damages (USD millions),572.8345995755706,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2022,Food Security Impact Score,3.1879290874775004,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Total Damages (USD millions),389.35260162198017,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Storm Events,3,EM-DAT (Realistic Simulation),2025-10-18
Caribbean small states,2023,Food Security Impact Score,1.7785525118097743,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Total Affected (people),152784.84192636522,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2020,Food Security Impact Score,0.4547456162810466,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Total Affected (people),100641.2797955446,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Total Damages (USD millions),1252.9339947994752,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2021,Food Security Impact Score,5.555688609426369,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2022,Food Security Impact Score,2.4521813867647904,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Total Affected (people),281081.1056305991,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Total Damages (USD millions),181.66680390496947,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Cayman Islands,2023,Food Security Impact Score,6.499653659009866,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Total Damages (USD millions),223.90476023160176,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2020,Food Security Impact Score,3.0507904245274227,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Total Damages (USD millions),244.1939045934031,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Storm Events,4,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2021,Food Security Impact Score,0.05769859461830995,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Total Damages (USD millions),489.2916864242572,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2022,Food Security Impact Score,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Total Affected (people),227452.85353570926,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Total Damages (USD millions),980.1492382190233,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central African Republic,2023,Food Security Impact Score,2.996036086797205,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Total Affected (people),215240.2389973079,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Total Damages (USD millions),366.1223180497337,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2020,Food Security Impact Score,0.8809494892056109,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Total Affected (people),56003.208330008456,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Total Damages (USD millions),1030.3407496081365,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2021,Food Security Impact Score,2.5408781410103165,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Total Affected (people),87984.10373411875,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Total Damages (USD millions),421.27919646996656,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2022,Food Security Impact Score,2.0782534891444544,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Total Affected (people),88394.546236233,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Central Europe and the Baltics,2023,Food Security Impact Score,1.4629122970967916,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Total Affected (people),124703.90033499642,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Total Damages (USD millions),337.5873278947623,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2020,Food Security Impact Score,5.181604447149972,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2021,Food Security Impact Score,1.994246404617091,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Total Affected (people),173791.59585419984,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Total Damages (USD millions),3.016716000160926,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2022,Food Security Impact Score,3.192169136340396,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Total Affected (people),151240.81534575584,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Total Damages (USD millions),45.205140867489135,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chad,2023,Food Security Impact Score,1.7517021286689196,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Total Affected (people),85012.88683420501,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Total Damages (USD millions),441.01798340092296,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2020,Food Security Impact Score,3.2924061375829314,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Number of Disasters,5,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Total Affected (people),65293.87172948046,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Total Damages (USD millions),34.58876313255848,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2021,Food Security Impact Score,4.676656864377182,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Number of Disasters,5,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Total Affected (people),18623.31595334201,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Total Damages (USD millions),447.69525536179685,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2022,Food Security Impact Score,2.2574645971400233,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Channel Islands,2023,Food Security Impact Score,0.5593430882599342,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Total Affected (people),106751.74993992466,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chile,2020,Food Security Impact Score,1.038863719002699,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Total Affected (people),43690.12509035729,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Total Damages (USD millions),402.6313769747953,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2021,Food Security Impact Score,3.941815267727562,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Total Damages (USD millions),526.9246321298881,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Storm Events,3,EM-DAT (Realistic Simulation),2025-10-18
Chile,2022,Food Security Impact Score,4.637225374480405,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Total Affected (people),197140.4695672319,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Total Damages (USD millions),369.427884290361,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Chile,2023,Food Security Impact Score,5.275787920413485,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Total Affected (people),264656.26352870907,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2020,Food Security Impact Score,0.5399821491344308,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Number of Disasters,6,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2021,Food Security Impact Score,1.218477611763426,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Total Affected (people),131092.25351729692,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Total Damages (USD millions),172.5731353570849,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2022,Food Security Impact Score,1.8614394411837114,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Total Affected (people),1853.6860206872807,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Total Damages (USD millions),439.97840268232164,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
China,2023,Food Security Impact Score,8.792503593340854,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Total Affected (people),98647.67661425401,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Total Damages (USD millions),910.8603684986181,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2020,Food Security Impact Score,4.76372709282495,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Total Affected (people),296352.8440527763,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2021,Food Security Impact Score,5.1746130390013025,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Number of Disasters,5,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Total Affected (people),147229.11490359704,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Total Damages (USD millions),106.3917382339798,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2022,Food Security Impact Score,3.4962008625814085,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Total Affected (people),12507.015995205511,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Colombia,2023,Food Security Impact Score,4.337182488033834,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Total Affected (people),21973.587192633364,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Total Damages (USD millions),300.28597305758785,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2020,Food Security Impact Score,2.79185272829445,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Total Affected (people),54307.120488561704,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Total Damages (USD millions),497.6951706092452,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2021,Food Security Impact Score,3.983374677885875,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Total Affected (people),753.6009556870195,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2022,Food Security Impact Score,3.0368495639744553,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Total Damages (USD millions),302.43164937997915,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Comoros,2023,Food Security Impact Score,2.658971608031928,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Total Affected (people),54377.686071693286,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Total Damages (USD millions),251.78452255609386,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2020,Food Security Impact Score,1.2614914172787874,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Total Affected (people),43191.115866144704,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Total Damages (USD millions),860.4712100208458,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2021,Food Security Impact Score,4.01988288999785,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Total Affected (people),75217.79109958556,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2022,Food Security Impact Score,6.633661343887446,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Total Affected (people),265254.8896179673,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Total Damages (USD millions),491.46322519157474,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Dem. Rep.",2023,Food Security Impact Score,2.8956479019485775,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Total Affected (people),30056.738060328462,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Total Damages (USD millions),307.54972231163094,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2020,Food Security Impact Score,1.3072332674625473,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Total Affected (people),89714.92684147507,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2021,Food Security Impact Score,4.0631814832957645,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2022,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2022,Total Affected (people),105691.7952009441,EM-DAT (Realistic Simulation),2025-10-18
"Congo, Rep.",2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
